name,B,category,seq,account_name,amount,type,level,Ledger_Account_Number,English_Label
　　　　　返品調整引当金,0,流動負債,,返品調整引当金,,1,5,10B100430,Provision for sales returns
　　　　　受注損失引当金,0,流動負債,,受注損失引当金,,1,5,10B100440,Provision for loss on order received
　　　　　関係会社整理損失引当金,0,流動負債,,関係会社整理損失引当金,,1,5,10B100450,Provision for loss on liquidation of subsidiaries and associates
　　　　　事業整理損失引当金,0,流動負債,,事業整理損失引当金,,1,5,10B100460,Provision for loss on business liquidation
　　　　　関係会社事業損失引当金,0,流動負債,,関係会社事業損失引当金,,1,5,10B100470,Provision for loss on business of subsidiaries and associates
　　　　　事業構造改善引当金,0,流動負債,,事業構造改善引当金,,1,5,10B100480,Provision for business restructuring
　　　　　環境対策引当金,0,流動負債,,環境対策引当金,,1,5,10B100490,Provision for environmental measures
　　　　　訴訟損失引当金,0,流動負債,,訴訟損失引当金,,1,5,10B100500,Provision for loss on litigation
　　　　　利息返還損失引当金,0,流動負債,,利息返還損失引当金,,1,5,10B100510,Provision for loss on interest repayment
　　　　　偶発損失引当金,0,流動負債,,偶発損失引当金,,1,5,10B100520,Provision for contingent loss
　　　　　ローン保証引当金,0,流動負債,,ローン保証引当金,,1,5,10B100530,Provision for guarantee for loans
　　　　　災害損失引当金,0,流動負債,,災害損失引当金,,1,5,10B100540,Provision for loss on disaster
　　　　　受注工事損失引当金,0,流動負債,,受注工事損失引当金,,1,5,10B100550,Provision for loss on construction contracts
　　　　　船舶保証工事引当金,0,流動負債,,船舶保証工事引当金,,1,5,10B100560,Provision for construction warranties for vessel
　　　　　保証工事引当金,0,流動負債,,保証工事引当金,,1,5,10B100570,Provision for construction warranties
　　　　　株式給付引当金,0,流動負債,,株式給付引当金,,1,5,10B100580,Provision for share-based remuneration
　　　　　役員株式給付引当金,0,流動負債,,役員株式給付引当金,,1,5,10B100590,Provision for share-based remuneration for directors (and other officers)
　　　　　その他の引当金,0,流動負債,,その他の引当金,,1,5,10B100600,Other provisions
　　　　　引当金,0,流動負債,,引当金,,1,5,10B100610,Provisions
　　　　通常の取引に関連して発生する未払金又は預り金で一般の取引慣行として発生後短期間に支払われるもの,,流動負債,,通常の取引に関連して発生する未払金又は預り金で一般の取引慣行として発生後短期間に支払われるもの,,T,4,10B100620,"Accounts payable - ordinary transactions, paid in short term"
　　　　　未払金,0,流動負債,,未払金,,1,5,10B100630,Accounts payable - other
　　　　　未払法人税等,0,流動負債,,未払法人税等,,1,5,10B100640,Income taxes payable
　　　　　未払事業所税,0,流動負債,,未払事業所税,,1,5,10B100650,Accrued business office tax
　　　　　未払消費税等,0,流動負債,,未払消費税等,,1,5,10B100660,Accrued consumption taxes
　　　　　未払税金,0,流動負債,,未払税金,,1,5,10B100670,Accrued taxes
　　　　　未払酒税,0,流動負債,,未払酒税,,1,5,10B100680,Accrued alcohol tax
　　　　　預り金,0,流動負債,,預り金,,1,5,10B100690,Deposits received
　　　　　関係会社預り金,0,流動負債,,関係会社預り金,,1,5,10B100700,Deposits received from subsidiaries and associates
　　　　　未払代理店手数料,0,流動負債,,未払代理店手数料,,1,5,10B100710,Accrued agency commission
　　　　　1年内返還予定の預り保証金,0,流動負債,,1年内返還予定の預り保証金,,1,5,10B100720,Current portion of guarantee deposits received
　　　　その他の負債で1年内に支払又は返済されると認められるもの,,流動負債,,その他の負債で1年内に支払又は返済されると認められるもの,,T,4,10B100730,Other liabilities - payable within one year
　　　　　設備関係支払手形,0,流動負債,,設備関係支払手形,,1,5,10B100740,Notes payable - facilities
　　　　　設備関係未払金,0,流動負債,,設備関係未払金,,1,5,10B100750,Accounts payable - facilities
　　　　　営業外支払手形,0,流動負債,,営業外支払手形,,1,5,10B100760,Non-operating notes payable
　　　　　営業外電子記録債務,0,流動負債,,営業外電子記録債務,,1,5,10B100770,Electronically recorded obligations - non-operating
　　　　　短期社債,0,流動負債,,短期社債,,1,5,10B100780,Short-term bonds payable
　　　　　短期借入金,0,流動負債,,短期借入金,,1,5,10B100790,Short-term borrowings
　　　　　関係会社短期借入金,0,流動負債,,関係会社短期借入金,,1,5,10B100800,Short-term borrowings from subsidiaries and associates
　　　　　コマーシャル・ペーパー,0,流動負債,,コマーシャル・ペーパー,,1,5,10B100810,Commercial papers
　　　　　1年内償還予定の社債,0,流動負債,,1年内償還予定の社債,,1,5,10B100820,Current portion of bonds
　　　　　1年内返済予定の長期借入金,0,流動負債,,1年内返済予定の長期借入金,,1,5,10B100830,Current portion of long-term borrowings
　　　　　1年内返済予定の関係会社長期借入金,0,流動負債,,1年内返済予定の関係会社長期借入金,,1,5,10B100840,Current portion of long-term borrowings from subsidiaries and associates
　　　　　1年内償還予定の転換社債,0,流動負債,,1年内償還予定の転換社債,,1,5,10B100850,Current portion of convertible bonds
　　　　　1年内償還予定の新株予約権付社債,0,流動負債,,1年内償還予定の新株予約権付社債,,1,5,10B100860,Current portion of bonds with share acquisition rights
　　　　　1年内期限到来予定のその他の固定負債,0,流動負債,,1年内期限到来予定のその他の固定負債,,1,5,10B100870,Current portion of other non-current liabilities
　　　　　仮受金,0,流動負債,,仮受金,,1,5,10B100880,Suspense receipt
　　　　　仮受消費税等,0,流動負債,,仮受消費税等,,1,5,10B100890,Suspense receipt of consumption taxes
　　　　　未払賞与,0,流動負債,,未払賞与,,1,5,10B100900,Accrued bonuses
　　　　　未払役員報酬,0,流動負債,,未払役員報酬,,1,5,10B100910,Remuneration payable for directors (and other officers)
　　　　　未払配当金,0,流動負債,,未払配当金,,1,5,10B100920,Dividends payable
　　　　　株主、役員又は従業員からの短期借入金,0,流動負債,,株主、役員又は従業員からの短期借入金,,1,5,10B100930,"Short-term borrowings from shareholders, directors (and other officers) or employees"
　　　　　株主、役員又は従業員からの預り金,0,流動負債,,株主、役員又は従業員からの預り金,,1,5,10B100940,"Deposits received from shareholders, directors (and other officers) or employees"
　　　　　従業員預り金,0,流動負債,,従業員預り金,,1,5,10B100950,Deposits received from employees
　　　　圧縮未決算特別勘定,0,流動負債,,圧縮未決算特別勘定,,1,4,10B100960,Special suspense account for tax purpose reduction entry
　　　　リース資産減損勘定,0,流動負債,,リース資産減損勘定,,1,4,10B100970,Accumulated impairment loss on leased assets
　　　　持分法適用に伴う負債,0,流動負債,,持分法適用に伴う負債,,1,4,10B100980,Liabilities from application of equity method
　　　　企業結合に係る特定勘定,0,流動負債,,企業結合に係る特定勘定,,1,4,10B100990,Provision incurred from business combination
　　　　組織再編により生じた株式の特別勘定,0,流動負債,,組織再編により生じた株式の特別勘定,,1,4,10B101000,Special account for shares arising from restructuring
　　　　割賦利益繰延,0,流動負債,,割賦利益繰延,,1,4,10B101010,Deferred installment income
　　　　借入有価証券,0,流動負債,,借入有価証券,,1,4,10B101020,Securities borrowed
　　　　信用保証買掛金,0,流動負債,,信用保証買掛金,,1,4,10B101030,Accounts payable - credit guarantee
　　　　貸借取引担保金,0,流動負債,,貸借取引担保金,,1,4,10B101040,Collateral money received for loan transactions
　　　　貸付有価証券代り金,0,流動負債,,貸付有価証券代り金,,1,4,10B101050,Collateral money received for securities lent
　　　　その他,0,流動負債,,その他,,1,4,10B101060,Other
　　　　流動負債,0,流動負債,,流動負債,,1,4,10B101070,Current liabilities
　　　固定負債,,固定負債,,固定負債,,T,3,10B200010,Non-current liabilities
　　　　社債,,固定負債,,社債,,T,4,10B200020,Bonds payable
　　　　　社債,0,固定負債,,社債,,1,5,10B200030,Bonds payable
　　　　　転換社債,0,固定負債,,転換社債,,1,5,10B200040,Convertible bonds
　　　　　転換社債型新株予約権付社債,0,固定負債,,転換社債型新株予約権付社債,,1,5,10B200050,Convertible bond-type bonds with share acquisition rights
　　　　　新株予約権付社債,0,固定負債,,新株予約権付社債,,1,5,10B200060,Bonds with share acquisition rights
　　　　長期借入金,,固定負債,,長期借入金,,T,4,10B200070,Long-term borrowings
　　　　　長期借入金,0,固定負債,,長期借入金,,1,5,10B200080,Long-term borrowings
　　　　　株主、役員又は従業員からの長期借入金,0,固定負債,,株主、役員又は従業員からの長期借入金,,1,5,10B200090,"Long-term borrowings from shareholders, directors (and other officers) or employees"
　　　　　関係会社長期借入金,0,固定負債,,関係会社長期借入金,,1,5,10B200100,Long-term borrowings from subsidiaries and associates
　　　　引当金,,固定負債,,引当金,,T,4,10B200110,Provisions
　　　　　退職給付引当金,0,固定負債,,退職給付引当金,,1,5,10B200120,Provision for retirement benefits
　　　　　役員退職慰労引当金,0,固定負債,,役員退職慰労引当金,,1,5,10B200130,Provision for retirement benefits for directors (and other officers)
　　　　　債務保証損失引当金,0,固定負債,,債務保証損失引当金,,1,5,10B200140,Provision for loss on guarantees
　　　　　ポイント引当金,0,固定負債,,ポイント引当金,,1,5,10B200150,Provision for point card certificates
　　　　　特別修繕引当金,0,固定負債,,特別修繕引当金,,1,5,10B200160,Provision for special repairs
　　　　　修繕引当金,0,固定負債,,修繕引当金,,1,5,10B200170,Provision for repairs
　　　　　製品保証引当金,0,固定負債,,製品保証引当金,,1,5,10B200180,Provision for product warranties
　　　　　関係会社整理損失引当金,0,固定負債,,関係会社整理損失引当金,,1,5,10B200190,Provision for loss on liquidation of subsidiaries and associates
　　　　　事業整理損失引当金,0,固定負債,,事業整理損失引当金,,1,5,10B200200,Provision for loss on business liquidation
　　　　　関係会社事業損失引当金,0,固定負債,,関係会社事業損失引当金,,1,5,10B200210,Provision for loss on business of subsidiaries and associates
　　　　　事業構造改善引当金,0,固定負債,,事業構造改善引当金,,1,5,10B200220,Provision for business restructuring
　　　　　環境対策引当金,0,固定負債,,環境対策引当金,,1,5,10B200230,Provision for environmental measures
　　　　　訴訟損失引当金,0,固定負債,,訴訟損失引当金,,1,5,10B200240,Provision for loss on litigation
　　　　　利息返還損失引当金,0,固定負債,,利息返還損失引当金,,1,5,10B200250,Provision for loss on interest repayment
