version,sequence,level,type,identifier,UNID,acronym,label_local,multiplicity,class,property_term,representation_term,associated_class,definition_local,code_list,DEN,definition,short_name,element,xpath
v4/v4.3,1,0,C,,JP00000000,MA,コア仕入明細（検収）書,－,SME_ Core Self Invoice,,,,発注者が受注者に交付するコア仕入明細（検収）文書（メッセージ）, ,SME_ Core Self Invoice,,,SMECoreSelfInvoice,/SMECoreSelfInvoice
v1,2,1,C,,UN01005479,ASMA,取引設定クラス,0..1,CI_ Exchanged Document_ Context,,,,メッセージの設定内容に関する情報からなるクラス,  ,CI_ Exchanged Document_ Context. Details,,,CIExchangedDocumentContext,/SMECoreSelfInvoice/None
v1,3,2,A,,UN01005480,BBIE,取引ID,0..1,CI_ Exchanged Document_ Context,Specified_ Transaction,Identifier,,メッセージがやり取りされる取引識別番号,  ,CI_ Exchanged Document_ Context. Specified_ Transaction. Identifier,,,SpecifiedTransactionID,/SMECoreSelfInvoice/CIExchangedDocumentContext/None
v1/v2,4,2,A,,UN01012746,BBIE,処理日時,0..1,CI_ Exchanged Document_ Context,Processing_ Transaction,Date Time,,メッセージがやり取りされる日時,日時様式ISO8601,CI_ Exchanged Document_ Context. Processing_ Transaction. Date Time,,,ProcessingTransactionDateTime,/SMECoreSelfInvoice/CIExchangedDocumentContext/SpecifiedTransactionID
v1,5,2,C,,UN01005481,ASBIE,取引設定内容/取引プロセスグループ,1..1,CI_ Exchanged Document_ Context,Business Process_ Specified,,CI_ Document Context_ Parameter,取引設定内容の取引プロセスに関する情報, ,CI_ Exchanged Document_ Context. Business Process_ Specified. CI_ Document Context_ Parameter,,,BusinessProcessSpecifiedCIDocumentContextParameter,/SMECoreSelfInvoice/CIExchangedDocumentContext/ProcessingTransactionDateTime
v1,7,3,A,,UN01005472,BBIE,取引プロセスID,0..1,CI_ Document Context_ Parameter,Identification,Identifier,,"取引プロセスの識別番号
共通EDIプロバイダがプロセスをセットする",JECxxxx,CI_ Document Context_ Parameter. Identification. Identifier,,,ID,/SMECoreSelfInvoice/CIExchangedDocumentContext/BusinessProcessSpecifiedCIDocumentContextParameter/None
v1,8,3,A,,UN01005473,BBIE,取引プロセス名,0..1,CI_ Document Context_ Parameter,Value,Text,,取引プロセスの名称,"言語コード
ISO639",CI_ Document Context_ Parameter. Value. Text,,,Value,/SMECoreSelfInvoice/CIExchangedDocumentContext/BusinessProcessSpecifiedCIDocumentContextParameter/ID
v1,9,3,C,,UN01005474,ASBIE,取引プロセス/バージョングループ,1..1,CI_ Document Context_ Parameter,Specified,,CI_ Document_ Version,取引プロセスのバージョンに関する情報,  ,CI_ Document Context_ Parameter. Specified. CI_ Document_ Version,,,SpecifiedCIDocumentVersion,/SMECoreSelfInvoice/CIExchangedDocumentContext/BusinessProcessSpecifiedCIDocumentContextParameter/Value
v1,11,4,A,,UN01005476,BBIE,バージョンID,0..1,CI_ Document_ Version,Identification,Identifier,,取引プロセスのバージョン識別番号, ,CI_ Document_ Version. Identification. Identifier,,,ID,/SMECoreSelfInvoice/CIExchangedDocumentContext/BusinessProcessSpecifiedCIDocumentContextParameter/SpecifiedCIDocumentVersion/None
v1,12,4,A,,UN01005478,BBIE,バージョン発行日,0..1,CI_ Document_ Version,Issue,Date Time,,取引プロセスのバージョン発行日,日時様式 ISO8601,CI_ Document_ Version. Issue. Date Time,,,IssueDateTime,/SMECoreSelfInvoice/CIExchangedDocumentContext/BusinessProcessSpecifiedCIDocumentContextParameter/SpecifiedCIDocumentVersion/ID
v1,13,2,C,,UN01005483,ASBIE,取引設定内容/取引シナリオグループ,0..1,CI_ Exchanged Document_ Context,Scenario_ Specified,,CI_ Document Context_ Parameter,取引設定内容の取引シナリオに関する情報,  ,CI_ Exchanged Document_ Context. Scenario_ Specified. CI_ Document Context_ Parameter,,,ScenarioSpecifiedCIDocumentContextParameter,/SMECoreSelfInvoice/CIExchangedDocumentContext/BusinessProcessSpecifiedCIDocumentContextParameter
v1,15,3,A,,UN01005472,BBIE,取引シナリオID,0..1,CI_ Document Context_ Parameter,Identification,Identifier,,取引シナリオの識別番号,  ,CI_ Document Context_ Parameter. Identification. Identifier,,,ID,/SMECoreSelfInvoice/CIExchangedDocumentContext/ScenarioSpecifiedCIDocumentContextParameter/SpecifiedCIDocumentVersion
v1,16,3,A,,UN01005473,BBIE,取引シナリオ名,0..1,CI_ Document Context_ Parameter,Value,Text,,取引シナリオの名称,"言語コード
ISO639",CI_ Document Context_ Parameter. Value. Text,,,Value,/SMECoreSelfInvoice/CIExchangedDocumentContext/ScenarioSpecifiedCIDocumentContextParameter/ID
v1,17,2,C,,UN01005484,ASBIE,取引設定内容/アプリケーショングループ,0..1,CI_ Exchanged Document_ Context,Application_ Specified,,CI_ Document Context_ Parameter,取引設定内容のアプリケーションに関する情報,  ,CI_ Exchanged Document_ Context. Application_ Specified. CI_ Document Context_ Parameter,,,ApplicationSpecifiedCIDocumentContextParameter,/SMECoreSelfInvoice/CIExchangedDocumentContext/ScenarioSpecifiedCIDocumentContextParameter
v1,19,3,A,,UN01005472,BBIE,アプリケーションID,0..1,CI_ Document Context_ Parameter,Identification,Identifier,,業務アプリケーションが実装する業界・業種識別番号,  ,CI_ Document Context_ Parameter. Identification. Identifier,,,ID,/SMECoreSelfInvoice/CIExchangedDocumentContext/ApplicationSpecifiedCIDocumentContextParameter/Value
v1,20,3,A,,UN01005473,BBIE,アプリケーション名,0..1,CI_ Document Context_ Parameter,Value,Text,,業務アプリケーションが実装する業界・業種名称,"言語コード
ISO639",CI_ Document Context_ Parameter. Value. Text,,,Value,/SMECoreSelfInvoice/CIExchangedDocumentContext/ApplicationSpecifiedCIDocumentContextParameter/ID
v1,21,2,C,,UN01005486,ASBIE,取引設定内容/ドメイングループ,1..1,CI_ Exchanged Document_ Context,Subset_ Specified,,CI_ Document Context_ Parameter,取引設定内容のドメインの情報に関する情報,  ,CI_ Exchanged Document_ Context. Subset_ Specified. CI_ Document Context_ Parameter,,,SubsetSpecifiedCIDocumentContextParameter,/SMECoreSelfInvoice/CIExchangedDocumentContext/ApplicationSpecifiedCIDocumentContextParameter
v1,23,3,A,,UN01005472,BBIE,ドメインID,0..1,CI_ Document Context_ Parameter,Identification,Identifier,,"SIPSが付与したメッセージドメイン識別番号
中小企業共通EDIドメイン＝JPSSMED",JECxxxx,CI_ Document Context_ Parameter. Identification. Identifier,,,ID,/SMECoreSelfInvoice/CIExchangedDocumentContext/SubsetSpecifiedCIDocumentContextParameter/Value
v1,24,3,A,,UN01005473,BBIE,ドメイン名,0..1,CI_ Document Context_ Parameter,Value,Text,,SIPSが付与したメッセージドメイン名称,"言語コード
ISO639",CI_ Document Context_ Parameter. Value. Text,,,Value,/SMECoreSelfInvoice/CIExchangedDocumentContext/SubsetSpecifiedCIDocumentContextParameter/ID
v1,25,3,C,,UN01005474,ASBIE,ドメイン/バージョングループ,0..1,CI_ Document Context_ Parameter,Specified,,CI_ Document_ Version,ドメインのバージョンに関する情報,  ,CI_ Document Context_ Parameter. Specified. CI_ Document_ Version,,,SpecifiedCIDocumentVersion,/SMECoreSelfInvoice/CIExchangedDocumentContext/SubsetSpecifiedCIDocumentContextParameter/Value
v1,27,4,A,,UN01005476,BBIE,バージョンID,0..1,CI_ Document_ Version,Identification,Identifier,,ドメインのバージョン識別番号,  ,CI_ Document_ Version. Identification. Identifier,,,ID,/SMECoreSelfInvoice/CIExchangedDocumentContext/SubsetSpecifiedCIDocumentContextParameter/SpecifiedCIDocumentVersion/IssueDateTime
v1,28,4,A,,UN01005478,BBIE,バージョン発行日,0..1,CI_ Document_ Version,Issue,Date Time,,ドメインのバージョン発行日,日時様式 ISO8601,CI_ Document_ Version. Issue. Date Time,,,IssueDateTime,/SMECoreSelfInvoice/CIExchangedDocumentContext/SubsetSpecifiedCIDocumentContextParameter/SpecifiedCIDocumentVersion/ID
v1,29,1,C,,UN01005861,ASMA,インボイス文書クラス,1..1,CIIH_ Exchanged_ Document,,,,インボイス文書に関する情報項目のクラス,  ,CIIH_ Exchanged_ Document. Details,,,CIIHExchangedDocument,/SMECoreSelfInvoice/CIExchangedDocumentContext
v1/v3,30,2,A,PK,UN01005862,BBIE,インボイス文書ID,1..1,CIIH_ Exchanged_ Document,Identification,Identifier,,インボイス文書を識別する文書ID,  ,CIIH_ Exchanged_ Document. Identification. Identifier,,,ID,/SMECoreSelfInvoice/CIIHExchangedDocument/SubsetSpecifiedCIDocumentContextParameter
v1,31,2,A,,UN01005863,BBIE,インボイス文書名,0..1,CIIH_ Exchanged_ Document,Name,Text,,インボイス文書の文書名称,"言語コード
ISO639",CIIH_ Exchanged_ Document. Name. Text,,,Name,/SMECoreSelfInvoice/CIIHExchangedDocument/ID
v1,32,2,A,,UN01005864,BBIE,インボイス文書タイプコード,0..1,CIIH_ Exchanged_ Document,Type,Code,,"インボイス文書のタイプを識別するコード
デフォルトは「合算請求書パターン１」",UNCL1001,CIIH_ Exchanged_ Document. Type. Code,,,TypeCode,/SMECoreSelfInvoice/CIIHExchangedDocument/Name
v1/v3,33,2,A,,UN01005865,BBIE,インボイス文書発効日,1..1,CIIH_ Exchanged_ Document,Issue,Date Time,,インボイス文書の発行日付，またはインボイス文書の書面上の発行日付。,日時様式 ISO8601,CIIH_ Exchanged_ Document. Issue. Date Time,,,IssueDateTime,/SMECoreSelfInvoice/CIIHExchangedDocument/TypeCode
v2,34,2,A,,UN01005869,BBIE,インボイス文書目的コード,0..1,CIIH_ Exchanged_ Document,Purpose,Code,,請求者が請求書の目的（新規、変更、取消、打切り）を管理するために付番したコード,UNCL1225,CIIH_ Exchanged_ Document. Purpose. Code,,,PurposeCode,/SMECoreSelfInvoice/CIIHExchangedDocument/IssueDateTime
v4,35,2,A,,UN01005874,BBIE,インボイス文書履歴ID,0..1,CIIH_ Exchanged_ Document,Previous Revision_ Identification,Identifier,,インボイス文書の変更履歴を管理するID,  ,CIIH_ Exchanged_ Document. Previous Revision_ Identification. Identifier,,,PreviousRevisionID,/SMECoreSelfInvoice/CIIHExchangedDocument/PurposeCode
v4,36,2,A,,UN01014636,BBIE,インボイス文書サブタイプコード,0..1,CIIH_ Exchanged_ Document,Subtype,Code,,"地域固有の文書のタイプを識別するコード
デフォルトは「統合請求書」",JECxxxx,CIIH_ Exchanged_ Document. Subtype. Code,,,SubtypeCode,/SMECoreSelfInvoice/CIIHExchangedDocument/PreviousRevisionID
v1,37,2,C,,UN01005876,ASBIE,インボイス文書／注釈グループ,0..n,CIIH_ Exchanged_ Document,Included,,CI_ Note,インボイス文書に含まれる注釈。,  ,CIIH_ Exchanged_ Document. Included. CI_ Note,,,IncludedCINote,/SMECoreSelfInvoice/CIIHExchangedDocument/SubtypeCode
v1,39,3,A,,UN01005560,BBIE,インボイス文書注釈内容,0..1,CI_ Note,Content,Text,,注釈項目毎の内容情報を入力するフリースペース。,"言語コード
ISO639",CI_ Note. Content. Text,,,Content,/SMECoreSelfInvoice/CIIHExchangedDocument/IncludedCINote/SpecifiedCIDocumentVersion
v4,40,2,C,,UN01012702,ASBIE,インボイス文書／参照文書グループ,0..n,CIIH_ Exchanged_ Document,Reference,,CI_ Referenced_ Document,インボイス文書が参照する文書のグループ,  ,CIIH_ Exchanged_ Document. Reference. CI_ Referenced_ Document,,,ReferenceCIReferencedDocument,/SMECoreSelfInvoice/CIIHExchangedDocument/IncludedCINote
v4,42,3,A,PK,UN01005580,BBIE,（鑑ヘッダ参照）文書ID,1..1,CI_ Referenced_ Document,Issuer Assigned_ Identification,Identifier,,インボイス文書が参照する参照文書のID,  ,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,IssuerAssignedID,/SMECoreSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument/Content
v4.2,43,3,A,,UN01005581,BBIE,（鑑ヘッダ参照）文書URL_ID,0..1,CI_ Referenced_ Document,URI_ Identification,Identifier,,インボイス文書が参照する文書が所在するURL_ID, ,CI_ Referenced_ Document. URI_ Identification. Identifier,,,URIID,/SMECoreSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument/IssuerAssignedID
v4,44,3,A,,UN01005582,BBIE,（鑑ヘッダ参照）文書発行日,0..1,CI_ Referenced_ Document,Issue,Date Time,,インボイス文書が参照する参照文書の発行日,"日時様式
ISO8601",CI_ Referenced_ Document. Issue. Date Time,,,IssueDateTime,/SMECoreSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument/URIID
v4,45,3,A,,UN01009672,BBIE,（鑑ヘッダ参照）文書タイプコード,0..1,CI_ Referenced_ Document,Type,Code,,インボイス文書が参照する参照文書の文書タイプを識別するコード,UNCL1001,CI_ Referenced_ Document. Type. Code,,,TypeCode,/SMECoreSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument/IssueDateTime
v4,46,3,A,,UN01014899,BBIE,（鑑ヘッダ参照）文書サブタイプコード,0..1,CI_ Referenced_ Document,Subtype,Code,,インボイス文書が参照する参照文書の文書サブタイプを識別するコード,JECxxxx,CI_ Referenced_ Document. Subtype. Code,,,SubtypeCode,/SMECoreSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument/TypeCode
v1,47,1,C,,UN01005936,ASMA,インボイス文書取引内容クラス,1..1,CIIH_ Supply Chain_ Trade Transaction,,,,インボイス文書情報で伝達される取引内容に関する情報からなるクラス。,  ,CIIH_ Supply Chain_ Trade Transaction. Details,,,CIIHSupplyChainTradeTransaction,/SMECoreSelfInvoice/CIIHExchangedDocument
v1,48,2,C,,UN01005937,ASBIE,インボイス文書取引内容／契約グループ,1..1,CIIH_ Supply Chain_ Trade Transaction,Applicable,,CIIH_ Supply Chain_ Trade Agreement,インボイス文書取引に適用される契約に関するグループ。,  ,CIIH_ Supply Chain_ Trade Transaction. Applicable. CIIH_ Supply Chain_ Trade Agreement,,,ApplicableCIIHSupplyChainTradeAgreement,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ReferenceCIReferencedDocument
v1,50,3,C,,UN01005879,ASBIE,インボイス文書契約／受注者グループ,1..1,CIIH_ Supply Chain_ Trade Agreement,Seller,,CI_ Trade_ Party,受注者に関するグループ。,  ,CIIH_ Supply Chain_ Trade Agreement. Seller. CI_ Trade_ Party,,,SellerCITradeParty,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SubtypeCode
v1,52,4,A,,UN01005757,BBIE,受注者ID,0..1,CI_ Trade_ Party,Identification,Identifier,,注文を受ける企業/工場・事業所・事業部門等を表すID。デフォルトはデータなし。,  ,CI_ Trade_ Party. Identification. Identifier,,,ID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/IssueDateTime
v1,53,4,A,,UN01005759,BBIE,受注者名称,0..1,CI_ Trade_ Party,Name,Text,,注文を受ける企業/工場・事業所・事業部門等を表す名称。適格請求書、または区分記載請求書を発行する事業者名。,"言語コード
ISO639",CI_ Trade_ Party. Name. Text,,,Name,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/ID
v4,54,4,A,,UN01013039,BBIE,適格請求書発行事業者登録番号,0..1,CI_ Trade_ Party,Registered_ Identification,Identifier,,"国税庁へ登録された適格請求書発行事業者登録番号（区分記載請求書発行者についてはなし）
T1234567890123",ISO6523,CI_ Trade_ Party. Registered_ Identification. Identifier,,,RegisteredID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/Name
v1,55,4,C,,UN01005761,ASBIE,受注者／連絡先グループ,0..1,CI_ Trade_ Party,Defined,,CI_ Trade_ Contact,受注者の連絡先に関するグループ, ,CI_ Trade_ Party. Defined. CI_ Trade_ Contact,,,DefinedCITradeContact,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/RegisteredID
v1,57,5,A,,UN01005720,BBIE,受注者担当名,0..1,CI_ Trade_ Contact,Person Name,Text,,受注者連絡先の個人の、文字で表現された名前。,"言語コード
ISO639",CI_ Trade_ Contact. Person Name. Text,,,PersonName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/None
v1,58,5,A,,UN01005721,BBIE,受注者部門名,0..1,CI_ Trade_ Contact,Department Name,Text,,受注者の受注部門の名称。,"言語コード
ISO639",CI_ Trade_ Contact. Department Name. Text,,,DepartmentName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/PersonName
v1,59,5,C,,UN01005726,ASBIE,連絡先／電話情報グループ,0..1,CI_ Trade_ Contact,Telephone,,CI_ Universal_ Communication,連絡先の電話に関するグループ。, ,CI_ Trade_ Contact. Telephone. CI_ Universal_ Communication,,,TelephoneCIUniversalCommunication,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/DepartmentName
v1,61,6,A,,UN01005860,BBIE,受注者電話番号,0..1,CI_ Universal_ Communication,Complete Number,Text,,受注者の電話番号。, ,CI_ Universal_ Communication. Complete Number. Text,,,CompleteNumber,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/TelephoneCIUniversalCommunication/None
v1,62,5,C,,UN01005729,ASBIE,連絡先／FAX情報グループ,0..1,CI_ Trade_ Contact,Fax,,CI_ Universal_ Communication,連絡先のFAXに関するグループ。,　,CI_ Trade_ Contact. Fax. CI_ Universal_ Communication,,,FaxCIUniversalCommunication,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/TelephoneCIUniversalCommunication
v1,64,6,A,,UN01005860,BBIE,受注者FAX番号,0..1,CI_ Universal_ Communication,Complete Number,Text,,受注者のFAX番号,　,CI_ Universal_ Communication. Complete Number. Text,,,CompleteNumber,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/FaxCIUniversalCommunication/CompleteNumber
v1,65,4,C,,UN01005762,ASBIE,受注者／住所グループ,0..1,CI_ Trade_ Party,Postal,,CI_ Trade_ Address,受注者の住所に関するグループ。, ,CI_ Trade_ Party. Postal. CI_ Trade_ Address,,,PostalCITradeAddress,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact
v1,67,5,A,,UN01005689,BBIE,受注者郵便番号,0..1,CI_ Trade_ Address,Postcode,Code,,受注者の郵便番号。,  ,CI_ Trade_ Address. Postcode. Code,,,PostcodeCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/PostalCITradeAddress/FaxCIUniversalCommunication
v1,68,5,A,,UN01005692,BBIE,受注者住所1,0..1,CI_ Trade_ Address,Line One,Text,,受注者の住所1行目。,"言語コード
ISO639",CI_ Trade_ Address. Line One. Text,,,LineOne,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/PostalCITradeAddress/PostcodeCode
v1,69,3,C,,UN01005880,ASBIE,インボイス文書契約／発注者グループ,1..1,CIIH_ Supply Chain_ Trade Agreement,Buyer,,CI_ Trade_ Party,発注者に関するグループ。,  ,CIIH_ Supply Chain_ Trade Agreement. Buyer. CI_ Trade_ Party,,,BuyerCITradeParty,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty
v1,71,4,A,,UN01005757,BBIE,発注者ID,0..1,CI_ Trade_ Party,Identification,Identifier,,注文を行う企業/工場・事業所・事業部門等を表すID。デフォルトはデータなし。,  ,CI_ Trade_ Party. Identification. Identifier,,,ID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/PostalCITradeAddress
v1,72,4,A,,UN01005759,BBIE,発注者名称,0..1,CI_ Trade_ Party,Name,Text,,発注を行う企業/工場・事業所・事業部門等の名称,"言語コード
ISO639",CI_ Trade_ Party. Name. Text,,,Name,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/ID
v4,73,4,A,,UN01013039,BBIE,適格請求書発行事業者登録番号,0..1,CI_ Trade_ Party,Registered_ Identification,Identifier,,"登録された発注者の適格請求書発行事業者登録番号
（免税事業者についてはなし）",ISO6523,CI_ Trade_ Party. Registered_ Identification. Identifier,,,RegisteredID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/Name
v1,74,4,C,,UN01005761,ASBIE,発注者／連絡先グループ,0..1,CI_ Trade_ Party,Defined,,CI_ Trade_ Contact,発注者の連絡先に関するグループ, ,CI_ Trade_ Party. Defined. CI_ Trade_ Contact,,,DefinedCITradeContact,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/RegisteredID
v1,76,5,A,,UN01005720,BBIE,発注者担当名,0..1,CI_ Trade_ Contact,Person Name,Text,,発注者の発注担当者の名称,"言語コード
ISO639",CI_ Trade_ Contact. Person Name. Text,,,PersonName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/DefinedCITradeContact/LineOne
v1,77,5,A,,UN01005721,BBIE,発注者部門名,0..1,CI_ Trade_ Contact,Department Name,Text,,発注者の発注部門の名称。,"言語コード
ISO639",CI_ Trade_ Contact. Department Name. Text,,,DepartmentName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/DefinedCITradeContact/PersonName
v1,78,5,C,,UN01005726,ASBIE,連絡先／電話情報グループ,0..1,CI_ Trade_ Contact,Telephone,,CI_ Universal_ Communication,連絡先の電話に関するグループ。, ,CI_ Trade_ Contact. Telephone. CI_ Universal_ Communication,,,TelephoneCIUniversalCommunication,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/DefinedCITradeContact/DepartmentName
v1,80,6,A,,UN01005860,BBIE,発注者電話番号,0..1,CI_ Universal_ Communication,Complete Number,Text,,発注者の電話番号。, ,CI_ Universal_ Communication. Complete Number. Text,,,CompleteNumber,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/DefinedCITradeContact/TelephoneCIUniversalCommunication/CompleteNumber
v4,81,4,C,,UN01005762,ASBIE,発注者／住所グループ,0..1,CI_ Trade_ Party,Postal,,CI_ Trade_ Address,発注者の住所に関するグループ。, ,CI_ Trade_ Party. Postal. CI_ Trade_ Address,,,PostalCITradeAddress,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/DefinedCITradeContact
v4,83,5,A,,UN01005689,BBIE,発注者郵便番号,0..1,CI_ Trade_ Address,Postcode,Code,,発注者の郵便番号。, ,CI_ Trade_ Address. Postcode. Code,,,PostcodeCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/PostalCITradeAddress/TelephoneCIUniversalCommunication
v4,84,5,A,,UN01005692,BBIE,発注者住所1,0..1,CI_ Trade_ Address,Line One,Text,,発注者の住所1行目。,"言語コード
ISO639",CI_ Trade_ Address. Line One. Text,,,LineOne,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/PostalCITradeAddress/PostcodeCode
v1,85,3,C,,UN01011516,ASBIE,インボイス文書契約／プロジェクト調達グループ,0..1,CIIH_ Supply Chain_ Trade Agreement,Specified,,Procuring_ Project,プロジェクト調達に関するグループ, ,CIIH_ Supply Chain_ Trade Agreement. Specified. Procuring_ Project,,,SpecifiedProcuringProject,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty
v1/v3,87,4,A,,UN01000372,BBIE,プロジェクトID,0..1,Procuring_ Project,Identification,Identifier,,発注品に関するプロジェクト・工事案件等を管理するためのID。, ,Procuring_ Project. Identification. Identifier,,,ID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SpecifiedProcuringProject/PostalCITradeAddress
v1/v3,88,4,A,,UN01000374,BBIE,プロジェクト名,0..1,Procuring_ Project,Name,Text,,発注品に関するプロジェクト・工事案件等の名称。,"言語コード
ISO639",Procuring_ Project. Name. Text,,,Name,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SpecifiedProcuringProject/ID
v2,89,2,C,,UN01005939,ASBIE,インボイス文書取引／決済グループ,1..1,CIIH_ Supply Chain_ Trade Transaction,Applicable,,CIIH_ Supply Chain_ Trade Settlement,決済に関するグループ, ,CIIH_ Supply Chain_ Trade Transaction. Applicable. CIIH_ Supply Chain_ Trade Settlement,,,ApplicableCIIHSupplyChainTradeSettlement,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement
v4,91,3,C,,UN01005923,ASBIE,インボイス文書決済／支払手段グループ,0..n,CIIH_ Supply Chain_ Trade Settlement,Specified,,CI_ Trade Settlement_ Payment Means,インボイス文書決済に関する支払手段のグループ。, ,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade Settlement_ Payment Means,,,SpecifiedCITradeSettlementPaymentMeans,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedProcuringProject
v4,93,4,A,,UN01005672,BBIE,支払手段タイプコード,0..1,CI_ Trade Settlement_ Payment Means,Type,Code,,取引決済手段のタイプを識別するコード,UNCL4461,CI_ Trade Settlement_ Payment Means. Type. Code,,,TypeCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/Name
v1,94,4,C,,UN01005677,ASBIE,支払手段／金融口座グループ,0..1,CI_ Trade Settlement_ Payment Means,Payee_ Party,,CI_ Creditor_ Financial Account,取引決済の支払手段に関する受取人である当事者の債権者金融口座のグループ, ,CI_ Trade Settlement_ Payment Means. Payee_ Party. CI_ Creditor_ Financial Account,,,PayeePartyCICreditorFinancialAccount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/TypeCode
v1,96,5,A,,UN01005400,BBIE,口座名義,0..1,CI_ Creditor_ Financial Account,Account Name,Text,,"債権者金融口座の、文字で表現された口座名。
半角カナ（日本の場合）","言語コード
ISO639",CI_ Creditor_ Financial Account. Account Name. Text,,,AccountName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeePartyCICreditorFinancialAccount/LineOne
