version,sequence,level,type,identifier,UNID,acronym,label_local,multiplicity,class_term,property_term,representation_term,associated_class,definition_local,code_list,attribute,DEN,definition,short_name,name,element,xpath
v1,108,4,C,,UN01005679,ASBIE,支払手段／金融機関グループ,0..1,CI_ Trade Settlement_ Payment Means,Payee_ Specified,,CI_ Creditor_ Financial Institution,取引決済の支払手段に対して特定された受取人である当事者の債権者金融機関のグループ,,,CI_ Trade Settlement_ Payment Means. Payee_ Specified. CI_ Creditor_ Financial Institution,The creditor financial institution of the payee party specified for this CI trade settlement payment means.,Payee Creditor Financial Institution,PaymentMeansPayeeCreditorFinancialInstitution,PayeeCreditorFinancialInstitution,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeSettlementPaymentMeans/PayeeCreditorFinancialInstitution
v1,110,5,A,,UN01005426,BBIE,金融機関名,0..1,CI_ Creditor_ Financial Institution,Name,Text,,債権者金融機関の、文字で表現された名前。,,,CI_ Creditor_ Financial Institution. Name. Text,"The name, expressed as text, for this CI creditor financial institution.",Name,PaymentMeansPayeeCreditorFinancialInstitutionName,Name,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeSettlementPaymentMeans/PayeeCreditorFinancialInstitution/Name
v1,111,5,C,,UN01005428,ASBIE,金融機関／金融機関支店グループ,0..1,CI_ Creditor_ Financial Institution,Sub-Division,,Branch_ Financial Institution,債権者金融機関の支店金融機関グループ,,,CI_ Creditor_ Financial Institution. Sub-Division. Branch_ Financial Institution,The sub-division (branch) financial institution for this CI creditor financial institution.,Branch,PaymentMeansPayeeCreditorFinancialInstitutionSub-DivisionBranchFinancialInstitution,Sub-DivisionBranchFinancialInstitution,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeSettlementPaymentMeans/PayeeCreditorFinancialInstitution/Sub-DivisionBranchFinancialInstitution
v1,113,6,A,,UN01003140,BBIE,金融機関支店名,0..1,Branch_ Financial Institution,Name,Text,,金融機関のこの支店の、文字で表現された名前,,,Branch_ Financial Institution. Name. Text,"The name, expressed as text, for this branch of a financial institution.",Name,PaymentMeansPayeeCreditorSub-DivisionBranchFinancialInstitutionName,Name,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeSettlementPaymentMeans/PayeeCreditorFinancialInstitution/Sub-DivisionBranchFinancialInstitution/Name
v4,114,4,C,,UN01006057,ASBIE,支払手段／金融カードグループ,0..1,CI_ Trade Settlement_ Payment Means,Applicable,,Trade Settlement_ Financial Card,支払手段の金融カードに関するグループ,,,CI_ Trade Settlement_ Payment Means. Applicable. Trade Settlement_ Financial Card,The trade settlement financial card applicable to this CI trade settlement payment means.,Financial Card,PaymentMeansTradeSettlementFinancialCard,TradeSettlementFinancialCard,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeSettlementPaymentMeans/TradeSettlementFinancialCard
v4,116,5,A,PK,UN01004495,BBIE,金融カード番号,1..1,Trade Settlement_ Financial Card,Identification,Identifier,,支払人の金融カード番号,,,Trade Settlement_ Financial Card. Identification. Identifier,"The unique identifier, commonly known as the card number, of this trade settlement financial card.",ID,PaymentMeansTradeSettlementFinancialCardID,ID,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeSettlementPaymentMeans/TradeSettlementFinancialCard/ID
v4,117,5,A,,UN01004496,BBIE,金融カードタイプ,0..1,Trade Settlement_ Financial Card,Type,Code,,金融カードのタイプ,,,Trade Settlement_ Financial Card. Type. Code,"The code specifying the type of this trade settlement financial card, such as debit or credit.",Type Code,PaymentMeansTradeSettlementFinancialCardTypeCode,TypeCode,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeSettlementPaymentMeans/TradeSettlementFinancialCard/TypeCode
v4,118,5,A,,UN01004497,BBIE,金融カード名義人名,0..1,Trade Settlement_ Financial Card,Cardholder Name,Text,,支払人の金融カード名義人名,,,Trade Settlement_ Financial Card. Cardholder Name. Text,The cardholder name as it appears on this trade settlement financial card. This may include both an individual authorized to use the card as well as the organization that owns the card.,Cardholder Name,PaymentMeansTradeSettlementFinancialCardCardholderName,CardholderName,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeSettlementPaymentMeans/TradeSettlementFinancialCard/CardholderName
v4,119,5,A,,UN01009966,BBIE,金融カード発行企業名,0..1,Trade Settlement_ Financial Card,Issuing Company Name,Text,,金融カードの発行企業名,,,Trade Settlement_ Financial Card. Issuing Company Name. Text,"An issuing company name, expressed as text, for this trade settlement financial card.",Issuing Company Name,PaymentMeansTradeSettlementFinancialCardIssuingCompanyName,IssuingCompanyName,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeSettlementPaymentMeans/TradeSettlementFinancialCard/IssuingCompanyName
v4,120,3,C,,UN01005924,ASBIE,インボイス文書決済／鑑ヘッダ税グループ,0..n,CIIH_ Supply Chain_ Trade Settlement,Applicable,,CI_ Trade_ Tax,インボイス文書の鑑ヘッダの税に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,A Cross Industry (CI) trade tax applicable to this CIIH supply chain trade settlement.,Tax,SettlementTradeTax,TradeTax,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeTax
v4,122,4,A,,UN01005833,BBIE,鑑ヘッダ課税分類税額,0..1,CI_ Trade_ Tax,Calculated,Amount,,"鑑ヘッダの明細文書課税分類別税額の合計金額
鑑ヘッダでは複数明細文書税額の積み上げだけを行い、税額計算は行わない",,,CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Calculated Amount,SettlementTradeTaxCalculatedAmount,CalculatedAmount,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeTax/CalculatedAmount
v4,123,4,A,,UN01005841,BBIE,鑑ヘッダ課税分類コード,0..1,CI_ Trade_ Tax,Category,Code,,消費税[VAT」の課税分類（標準税率、軽減税率、非課税、免税、不課税）を識別するコード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,SettlementTradeTaxCategoryCode,CategoryCode,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeTax/CategoryCode
v4,124,4,A,,UN01005850,BBIE,鑑ヘッダ課税分類名,0..1,CI_ Trade_ Tax,Category Name,Text,,消費税の課税分類（標準税率、軽減税率、非課税、免税等）の名称,,,CI_ Trade_ Tax. Category Name. Text,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Category Name,SettlementTradeTaxCategoryName,CategoryName,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeTax/CategoryName
v4,125,4,A,,UN01007174,BBIE,鑑ヘッダ税率,0..1,CI_ Trade_ Tax,Rate_ Applicable,Percent,,課税分類に対応する消費税率のパーセント表示,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,SettlementTradeTaxRatePercent,RatePercent,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeTax/RatePercent
v4,126,4,A,,UN01013096,BBIE,鑑ヘッダ税計算方式,0..1,CI_ Trade_ Tax,Calculation Method,Code,,"金額の税込み、税抜き指定の要否を指定
デフォルトは「空欄」（指定しない）",JECxxxx,,CI_ Trade_ Tax. Calculation Method. Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",Tax Calculation Method Code,SettlementTradeTaxCalculationMethodCode,CalculationMethodCode,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeTax/CalculationMethodCode
v4,127,4,A,,UN01014650,BBIE,鑑ヘッダ適用税制ID,0..1,CI_ Trade_ Tax,Local Tax System,Identifier,,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",JECxxxx,,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,SettlementTradeTaxLocalTaxSystemID,LocalTaxSystemID,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeTax/LocalTaxSystemID
v4,128,3,C,,UN01005925,ASBIE,インボイス文書決済／鑑ヘッダ取引期間グループ,0..1,CIIH_ Supply Chain_ Trade Settlement,Billing,,CI_ Specified_ Period,インボイス文書の取引期間に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,The Cross Industry (CI) billing period specified for this CIIH supply chain trade settlement.,Billing Period,SettlementBillingPeriod,BillingPeriod,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/BillingPeriod
v4,130,4,A,,UN01005612,BBIE,鑑ヘッダ取引開始日,0..1,CI_ Specified_ Period,Start,Date Time,,インボイス文書の取引開始日,,,CI_ Specified_ Period. Start. Date Time,"The date, time, date time or other date time value for the start of this CI specified period of time.",Start Date Time,BillingPeriodStartDateTime,StartDateTime,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/BillingPeriod/StartDateTime
v4,131,4,A,,UN01005613,BBIE,鑑ヘッダ取引終了日,0..1,CI_ Specified_ Period,End,Date Time,,インボイス文書の取引終了日,,,CI_ Specified_ Period. End. Date Time,"The date, time, date time or other date time value for the end of this CI specified period of time.",End Date Time,BillingPeriodEndDateTime,EndDateTime,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/BillingPeriod/EndDateTime
v4,132,3,C,,UN01005929,ASBIE,インボイス文書決済／支払条件グループ,0..n,CIIH_ Supply Chain_ Trade Settlement,Specified,,CI_ Trade_ Payment Terms,インボイス文書の支払条件に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Payment Terms,Cross Industry (CI) trade payment terms specified for this CIIH supply chain trade settlement.,Payment Terms,SettlementTradePaymentTerms,TradePaymentTerms,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradePaymentTerms
v4,134,4,A,,UN01005783,BBIE,支払条件説明,0..1,CI_ Trade_ Payment Terms,Description,Text,,支払条件の文字による説明,,,CI_ Trade_ Payment Terms. Description. Text,A textual description of these CI trade payment terms.,Description,SettlementTradePaymentTermsDescriptionText,Description,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradePaymentTerms/Description
v4,135,4,A,,UN01005784,BBIE,支払期日,0..1,CI_ Trade_ Payment Terms,Due Date,Date Time,,支払条件で示された支払期日,,,CI_ Trade_ Payment Terms. Due Date. Date Time,"The date, time, date time, or other date time value of the due date specified by these CI trade payment terms.",Due Date Time,SettlementTradePaymentTermsDueDateDateTime,DueDateDateTime,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradePaymentTerms/DueDateDateTime
v4,136,3,C,,UN01005930,ASBIE,インボイス文書決済／インボイス文書合計金額グループ,0..1,CIIH_ Supply Chain_ Trade Settlement,Specified,,CIIH_ Trade Settlement_ Monetary Summation,インボイス文書の合計金額に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CIIH_ Trade Settlement_ Monetary Summation,The CIIH trade settlement monetary summation specified for this CIIH supply chain trade settlement.,Monetary Summation,SettlementTradeSettlementMonetarySummation,TradeSettlementMonetarySummation,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeSettlementMonetarySummation
v4,138,4,A,,UN01005946,BBIE,鑑ヘッダ消費税総合計額,0..1,CIIH_ Trade Settlement_ Monetary Summation,Tax Total,Amount,,明細文書ヘッダ税クラスで算出した税率別消費税額の合計額,,,CIIH_ Trade Settlement_ Monetary Summation. Tax Total. Amount,A monetary value of the total of all tax amounts being reported in this CIIH trade settlement monetary summation.,Tax Total Amount,MonetarySummationTaxTotalAmount,TaxTotalAmount,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeSettlementMonetarySummation/TaxTotalAmount
v4,139,4,A,,UN01005948,BBIE,鑑ヘッダ総合計金額（税込み）,0..1,CIIH_ Trade Settlement_ Monetary Summation,Grand Total,Amount,,=Σ明細文書ヘッダ譲渡資産合計金額(税抜き)+Σ明細文書ヘッダ返金・追加請求合計金額(税抜き)＋Σ明細文書ヘッダ消費税合計額,,,CIIH_ Trade Settlement_ Monetary Summation. Grand Total. Amount,"A monetary value of the grand total of this CIIH trade settlement monetary summation, including taxes and allowances and charges.",Grand Total Amount,MonetarySummationGrandTotalAmount,GrandTotalAmount,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeSettlementMonetarySummation/GrandTotalAmount
v4.3,140,4,A,,UN01005952,BBIE,鑑ヘッダ返金・追加請求合計金額（税抜き）,0..1,CIIH_ Trade Settlement_ Monetary Summation,Total Allowance Charge,Amount,,Σ明細文書ヘッダ返金・追加請求合計金額（税抜き）,,,CIIH_ Trade Settlement_ Monetary Summation. Total Allowance Charge. Amount,A monetary value of the total of allowance and charge amounts reported on header level in this CIIH trade settlement monetary summation.,Total Allowance/Charge Amount,MonetarySummationTotalAllowanceChargeAmount,TotalAllowanceChargeAmount,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeSettlementMonetarySummation/TotalAllowanceChargeAmount
v4,141,4,A,,UN01008445,BBIE,支払責務金額総合計,0..1,CIIH_ Trade Settlement_ Monetary Summation,Due Payable,Amount,,鑑ヘッダ総合計金額（税込み）ー前払合計金額＋未決済合計金額ーΣ鑑ヘッダ調整金額ーΣ鑑ヘッダ調整税額（税率別）,,,CIIH_ Trade Settlement_ Monetary Summation. Due Payable. Amount,"A monetary value that is an amount due and payable for this CIIH trade settlement monetary summation, such as the amount due to the creditor.",Due Payable Amount,MonetarySummationDuePayableAmount,DuePayableAmount,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeSettlementMonetarySummation/DuePayableAmount
v4,142,4,A,,UN01008451,BBIE,鑑ヘッダ譲渡資産合計金額(税抜き),0..1,CIIH_ Trade Settlement_ Monetary Summation,Net_ Line Total,Amount,,∑明細文書ヘッダ譲渡資産合計金額(税抜き),,,CIIH_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,"A monetary value of the total of all line amounts, including line level allowances and charges and excluding line level taxes, being reported in this CIIH trade settlement monetary summation.",Net Line Total Amount,MonetarySummationNetLineTotalAmount,NetLineTotalAmount,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeSettlementMonetarySummation/NetLineTotalAmount
v4,143,4,A,,UN01013091,BBIE,鑑ヘッダ譲渡資産合計金額(税込み),0..1,CIIH_ Trade Settlement_ Monetary Summation,Including Taxes_ Line Total,Amount,,∑明細文書ヘッダ譲渡資産合計金額（税込み）,,,CIIH_ Trade Settlement_ Monetary Summation. Including Taxes_ Line Total. Amount,"A monetary value of the line total, including taxes, being reported in this CIIH trade settlement monetary summation.",Including Taxes Line Total Amount,MonetarySummationTaxesLineTotalAmount,TaxesLineTotalAmount,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/TradeSettlementMonetarySummation/TaxesLineTotalAmount
v4,144,3,C,,UN01005931,ASBIE,"インボイス文書決済／鑑ヘッダ調整グループ
（修正差額調整）",0..1,CIIH_ Supply Chain_ Trade Settlement,Specified,,CI_ Financial_ Adjustment,インボイス文書の鑑ヘッダ調整に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A Cross Industry (CI) financial adjustment specified for this CIIH supply chain trade settlement.,Financial Adjustment,SettlementFinancialAdjustment,FinancialAdjustment,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/FinancialAdjustment
v4,146,4,A,,UN01005488,BBIE,鑑ヘッダ調整理由コード（修正差額調整）,0..1,CI_ Financial_ Adjustment,Reason,Code,,"鑑ヘッダ調整金額の内容を識別するコード
=62（修正差額調整＊デフォルト）",UNCL4465,,CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,Reason Code,FinancialAdjustmentReasonCode,ReasonCode,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/FinancialAdjustment/ReasonCode
v4,147,4,A,,UN01005489,BBIE,鑑ヘッダ調整理由（修正差額調整）,0..1,CI_ Financial_ Adjustment,Reason,Text,,鑑ヘッダ調整の内容説明,,,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",Reason Text,FinancialAdjustmentReasonText,Reason,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/FinancialAdjustment/Reason
v4,148,4,A,,UN01005490,BBIE,鑑ヘッダ調整金額（修正差額調整合計額）,0..1,CI_ Financial_ Adjustment,Actual,Amount,,"鑑ヘッダ調整金額（鑑ヘッダで減額処理）
＜鑑ヘッダ調整理由コード=62（デフォルト）の場合＞
　＝前回インボイス金額ー修正インボイス金額",,,CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,Actual Amount,FinancialAdjustmentActualAmount,ActualAmount,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/FinancialAdjustment/ActualAmount
v4,149,4,A,,UN01014649,BBIE,鑑ヘッダ調整取引方向コード,0..1,CI_ Financial_ Adjustment,Direction,Code,,"鑑ヘッダ調整額の＋ーを識別するコード
マイナス金額を許容しない場合は必須",JECxxxx,,CI_ Financial_ Adjustment. Direction. Code,The code specifying whether the CI financial adjustment is an addition or a subtraction.,Direction Code,FinancialAdjustmentDirectionCode,DirectionCode,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/FinancialAdjustment/DirectionCode
v4,150,4,C,,UN01014897,ASBIE,鑑ヘッダ調整／調整税グループ,0..n,CI_ Financial_ Adjustment,Related,,CI_ Trade_ Tax,鑑ヘッダ調整の税率別税クラスに関するグループ,,,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,A trade tax related to this CI financial adjustment.,Related Tax,SettlementFinancialAdjustmentRelatedTradeTax,RelatedTradeTax,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/FinancialAdjustment/RelatedTradeTax
v4,152,5,A,,UN01005833,BBIE,鑑ヘッダ調整税額（修正差額消費税額）（税率別）,0..1,CI_ Trade_ Tax,Calculated,Amount,,"＜鑑ヘッダ調整理由コード=62（修正差額調整）の場合＞
鑑ヘッダの調整税額＝修正インボイス税額ー前回インボイス税額
＝Σ明細行調整金額（税抜き）×税率
または
＝Σ明細行調整金額（税込み）×1/(1+税率)",,,CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Calculated Amount,SettlementFinancialAdjustmentRelatedTradeTaxCalculatedAmount,CalculatedAmount,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/FinancialAdjustment/RelatedTradeTax/CalculatedAmount
v4,153,5,A,,UN01005836,BBIE,鑑ヘッダ調整税率,0..1,CI_ Trade_ Tax,Calculated,Rate,,鑑ヘッダ調整の税率,,,CI_ Trade_ Tax. Calculated. Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",Calculated Rate,SettlementFinancialAdjustmentRelatedTradeTaxCalculatedRate,CalculatedRate,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/FinancialAdjustment/RelatedTradeTax/CalculatedRate
v4.3,154,5,A,,UN01005839,BBIE,鑑ヘッダ調整課税資産合計金額（税率別）,0..1,CI_ Trade_ Tax,Basis,Amount,,＝Σ明細行調整金額（税率別）,,,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,SettlementFinancialAdjustmentRelatedTradeTaxBasisAmount,BasisAmount,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/FinancialAdjustment/RelatedTradeTax/BasisAmount
v4,155,5,A,,UN01005841,BBIE,鑑ヘッダ調整課税分類コード,0..1,CI_ Trade_ Tax,Category,Code,,鑑ヘッダ調整の課税分類コード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,SettlementFinancialAdjustmentRelatedTradeTaxCategoryCode,CategoryCode,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/FinancialAdjustment/RelatedTradeTax/CategoryCode
v4,156,3,C,,UN01005931,ASBIE,インボイス文書決済／鑑ヘッダ調整グループ,0..1,CIIH_ Supply Chain_ Trade Settlement,Specified,,CI_ Financial_ Adjustment,インボイス文書の鑑ヘッダ調整に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A Cross Industry (CI) financial adjustment specified for this CIIH supply chain trade settlement.,Financial Adjustment,SettlementFinancialAdjustment,FinancialAdjustment,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/FinancialAdjustment
v4,158,4,A,,UN01005488,BBIE,鑑ヘッダ調整理由コード（源泉徴収）,0..1,CI_ Financial_ Adjustment,Reason,Code,,"鑑ヘッダ調整金額の内容を識別するコード
=26（源泉所得税：デフォルト）",UNCL4465,,CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,Reason Code,FinancialAdjustmentReasonCode,ReasonCode,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/FinancialAdjustment/ReasonCode
v4,159,4,A,,UN01005489,BBIE,鑑ヘッダ調整理由（源泉徴収）,0..1,CI_ Financial_ Adjustment,Reason,Text,,鑑ヘッダ調整の内容説明（源泉徴収）,,,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",Reason Text,FinancialAdjustmentReasonText,Reason,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/FinancialAdjustment/Reason
v4,160,4,A,,UN01005490,BBIE,鑑ヘッダ調整金額（源泉徴収額）,0..1,CI_ Financial_ Adjustment,Actual,Amount,,"鑑ヘッダ調整金額（鑑ヘッダで減額処理）
＜鑑ヘッダ調整理由コード＝26の場合＞
　=源泉所得税金額",,,CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,Actual Amount,FinancialAdjustmentActualAmount,ActualAmount,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/FinancialAdjustment/ActualAmount
v4,161,3,C,,UN01015492,ASBIE,インボイス文書決済／未決済合計金額グループ,0..1,CIIH_ Supply Chain_ Trade Settlement,Outstanding_ Specified,,CIIH_ Trade Settlement_ Monetary Summation,未決済合計金額に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Outstanding_ Specified. CIIH_ Trade Settlement_ Monetary Summation,The monetary summation totals outstanding for this CIIH supply chain trade settlement.,Outstanding Monetary Summation,SettlementOutstandingTradeSettlementMonetarySummation,OutstandingTradeSettlementMonetarySummation,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/OutstandingTradeSettlementMonetarySummation
v4,163,4,A,,UN01005948,BBIE,前回インボイス総合計金額（税込み）,0..1,CIIH_ Trade Settlement_ Monetary Summation,Grand Total,Amount,,前回インボイス文書の総合計金額（税込み）,,,CIIH_ Trade Settlement_ Monetary Summation. Grand Total. Amount,"A monetary value of the grand total of this CIIH trade settlement monetary summation, including taxes and allowances and charges.",Grand Total Amount,OutstandingTradeSettlementMonetarySummationGrandTotalAmount,GrandTotalAmount,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/OutstandingTradeSettlementMonetarySummation/GrandTotalAmount
v4,164,4,A,,UN01005950,BBIE,入金済金額（前回インボイス分）,0..1,CIIH_ Trade Settlement_ Monetary Summation,Total Prepaid,Amount,,前回インボイス文書総合計金額のうち、入金済合計金額,,,CIIH_ Trade Settlement_ Monetary Summation. Total Prepaid. Amount,A monetary value of a prepaid total reported in this CIIH trade settlement monetary summation.,Total Prepaid Amount,OutstandingTradeSettlementMonetarySummationTotalPrepaidAmount,TotalPrepaidAmount,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/OutstandingTradeSettlementMonetarySummation/TotalPrepaidAmount
v4,165,4,A,,UN01008445,BBIE,未決済合計金額,0..1,CIIH_ Trade Settlement_ Monetary Summation,Due Payable,Amount,,"未決済合計金額＝
前回インボイス総合計金額（税込み）ー入金済金額(前回インボイス分)",,,CIIH_ Trade Settlement_ Monetary Summation. Due Payable. Amount,"A monetary value that is an amount due and payable for this CIIH trade settlement monetary summation, such as the amount due to the creditor.",Due Payable Amount,OutstandingTradeSettlementMonetarySummationDuePayableAmount,DuePayableAmount,/SMECoreSelfInvoice/TradeTransaction/TradeSettlement/OutstandingTradeSettlementMonetarySummation/DuePayableAmount
v4,166,2,C,,UN01005940,ASBIE,インボイス文書取引／明細文書ヘッダグループ,1..n,CIIH_ Supply Chain_ Trade Transaction,Included,,CIIL_ Supply Chain_ Trade Line Item,インボイス文書に組み込まれる明細文書ヘッダのグループ,,,CIIH_ Supply Chain_ Trade Transaction. Included. CIIL_ Supply Chain_ Trade Line Item,A Cross Industry Invoice Line (CIIL) supply chain trade line item included in this CIIH supply chain trade transaction.,Trade Line Item,LineItem,TradeLineItem,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem
v4,168,3,C,,UN01005989,ASBIE,明細文書ヘッダ／明細文書グループ,1..1,CIIL_ Supply Chain_ Trade Line Item,Associated,,CIIL_ Document Line_ Document,明細文書ヘッダの明細文書グループ。,,,CIIL_ Supply Chain_ Trade Line Item. Associated. CIIL_ Document Line_ Document,The document line associated with this CIIL supply chain trade line item.,Document Line,LineAssociatedDocumentLineDocument,AssociatedDocumentLineDocument,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/AssociatedDocumentLineDocument
v4,170,4,A,PK,UN01005954,BBIE,明細文書ID,1..1,CIIL_ Document Line_ Document,Line,Identifier,,明細文書を識別するID。デフォルト=1。プロバイダがセットする,,,CIIL_ Document Line_ Document. Line. Identifier,The unique identifier of the line of this CIIL document line.,ID,TradeItemAssociatedDocumentLineDocumentLineID,LineID,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/AssociatedDocumentLineDocument/LineID
v4,171,4,A,,UN01014645,BBIE,明細文書類型コード,0..1,CIIL_ Document Line_ Document,Category,Code,,この明細文書の取引類型（資産譲渡、補完、返金・追加請求等）を識別するコード。,JECxxxx,,CIIL_ Document Line_ Document. Category. Code,The code specifying the category of this CIIL document line.,Category Code,TradeItemAssociatedDocumentLineDocumentCategoryCode,CategoryCode,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/AssociatedDocumentLineDocument/CategoryCode
v4,172,4,C,,UN01005957,ASBIE,明細文書／注釈グループ,0..n,CIIL_ Document Line_ Document,Included,,CI_ Note,明細文書に関する注釈のグループ,,,CIIL_ Document Line_ Document. Included. CI_ Note,A Cross Industry (CI) note included in this CIIL document line.,Note,TradeItemAssociatedDocumentLineDocumentNote,Note,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/AssociatedDocumentLineDocument/Note
v4,174,5,A,,UN01005558,BBIE,明細文書注釈表題,0..1,CI_ Note,Subject,Text,,"明細文書の注釈内容の表題を示す。
一部に利用制限あり。標準仕様書３．３．５項参照。",,,CI_ Note. Subject. Text,"The subject, expressed as text, of this CI note.",Subject Text,TradeItemAssociatedDocumentLineNoteSubjectText,Subject,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/AssociatedDocumentLineDocument/Note/Subject
v4,175,5,A,,UN01005560,BBIE,明細文書注釈内容,0..1,CI_ Note,Content,Text,,"明細文書の注釈表題毎の内容情報を入力するフリースペース。
一部に利用制限あり。標準仕様書３．３．５項参照",,,CI_ Note. Content. Text,"Content, expressed as text, of this CI note.",Content Text,TradeItemAssociatedDocumentLineNoteContentText,Content,/SMECoreSelfInvoice/TradeTransaction/TradeLineItem/AssociatedDocumentLineDocument/Note/Content
