sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
226,5,A,,Entry Accounting Method,xbrli:tokenItemType,0..1,,"For this entry, the method of accounting represented - from: accrual, cash, modified cash, modified accrual, encumbrance, special methods, hybrid methods, other",gl-cor,0,Account Identifier,CO09a_BU09_10,/CO16a/CO15a/CO14a/CO09a/CO09a_BU09_10,$.Accounting Entries.Entry Header.Entry Detail.Account Identifier.Entry Accounting Method,AccntgEntrs.EntryHedr.EntryDetl.AccntIdntfr.EntryAccntgMethd,仕訳会計処理方法,"この仕訳の会計処理方法を表す。発生基準、現金基準、修正現金基準、修正発生基準、債務基準、特別な方法、混合方法、その他
[設定値のリスト]
(accrual：発生基準)、(cash：現金基準)、(modified cash：修正現金基準)、(modified accrual：修正発生基準)、(encumbrance：債務基準)、(special methods：特別な方法)、(hybrid methods：混合方法)、(other：その他)",gl-cor:accountIdentifierEntryAccountingMethod,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:accountIdentifier/gl-cor:accountIdentifierEntryAccountingMethod
227,5,A,,Entry Accounting Method Description,xbrli:stringItemType,0..1,,Free format description of the entry accounting method,gl-cor,0,Account Identifier,CO09a_BU09_11,/CO16a/CO15a/CO14a/CO09a/CO09a_BU09_11,$.Accounting Entries.Entry Header.Entry Detail.Account Identifier.Entry Accounting Method Description,AccntgEntrs.EntryHedr.EntryDetl.AccntIdntfr.EntryAccntgMethdDescrptn,仕訳会計処理方法説明,仕訳の会計処理方法の説明。,gl-cor:accountIdentifierEntryAccountingMethodDescription,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:accountIdentifier/gl-cor:accountIdentifierEntryAccountingMethodDescription
228,5,A,,Entry Accounting Method Purpose,xbrli:tokenItemType,0..1,,"For this entry, the reporting purpose represented - from book, tax, management, statutory, other",gl-cor,0,Account Identifier,CO09a_BU09_12,/CO16a/CO15a/CO14a/CO09a/CO09a_BU09_12,$.Accounting Entries.Entry Header.Entry Detail.Account Identifier.Entry Accounting Method Purpose,AccntgEntrs.EntryHedr.EntryDetl.AccntIdntfr.EntryAccntgMethdPurps,仕訳会計処理方法目的,"仕訳の報告の目的を表す。帳簿、税、管理、スタチュトリ、その他
[設定値のリスト]
(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)",gl-cor:accountIdentifierEntryAccountingMethodPurpose,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:accountIdentifier/gl-cor:accountIdentifierEntryAccountingMethodPurpose
229,5,A,,Entry Accounting Method Purpose Description,xbrli:stringItemType,0..1,,Free format description of the entry accounting method purpose,gl-cor,0,Account Identifier,CO09a_BU09_13,/CO16a/CO15a/CO14a/CO09a/CO09a_BU09_13,$.Accounting Entries.Entry Header.Entry Detail.Account Identifier.Entry Accounting Method Purpose Description,AccntgEntrs.EntryHedr.EntryDetl.AccntIdntfr.EntryAccntgMethdPurpsDescrptn,仕訳会計処理方法目的説明,仕訳の会計処理方法の目的の説明。,gl-cor:accountIdentifierEntryAccountingMethodPurposeDescription,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:accountIdentifier/gl-cor:accountIdentifierEntryAccountingMethodPurposeDescription
230,5,R,,(Parent) Account Identifier,,0..*,,"Tuple: parent container for account numbers and identifiers. No entry is made here, but each detail line may have multiple accounts assigned to it for reporting in different GAAPs, offsetting accounts in Japan, passing along information to consolidation systems about local versus consolidating accounts, etc. For example, the account 4783HG-QOWI-192837-1000 may be expressed so: 

/account/accountMainID 1000  
/account/accountMainDescription Cash  
/account/accountSub/accountSubID 4783HG  
/account/accountSub/accountSubDescription Department  
/account/accountSub/accountSubID QOWI  
/account/accountSub/accountSubDescription Branch  
/account/accountSub/accountSubID 192837  
/account/accountSub/accountSubDescription Division",gl-cor,0,(Parent) Account Identifier,CO09b,/CO16a/CO15a/CO14a/CO09a/CO09b,$.Accounting Entries.Entry Header.Entry Detail.Account Identifier.(Parent) Account Identifier,AccntgEntrs.EntryHedr.EntryDetl.AccntIdntfr.ParntAccntIdntfr,【科目識別子】,"タプル。勘定科目番号と識別子の親コンテナ。 ここには記入されないが、個々の明細行は、異なるGAAPでの報告や、日本の見返勘定や、連結勘定科目に対する個別情報の連結会計システムへの伝達などのための、複数の勘定科目を持ちうる。例えば、勘定科目4783HG-QOWI-192837-1000は、次のように表現されうる。
/account/accountMainID 1000  
/account/accountMainDescription Cash  
/account/accountSub/accountSubID 4783HG  
/account/accountSub/accountSubDescription Department  
/account/accountSub/accountSubID QOWI  
/account/accountSub/accountSubDescription Branch  
/account/accountSub/accountSubID 192837  
/account/accountSub/accountSubDescription Division",gl-cor:accountIdentifierParentAccountIdentifier,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:accountIdentifier/gl-cor:accountIdentifierParentAccountIdentifier
231,6,A,REF,(Parent) Account Identifier Number,xbrli:stringItemType,0..1,,"Main account - the code used to identify the accounting bucket the entry has been assigned to. Examples might be 1000 for Cash, 567GAAZ for Sales Expense or Z for tax payments. Identifiers such as department, branch, division, manager, or other modifiers are noted in the Subaccount area. Before needing to post, account is not necessary. Posting to the general ledger almost always requires an entry here.",gl-cor,0,Account Identifier,CO09b_01,/CO16a/CO15a/CO14a/CO09a/CO09b/CO09b_01,$.Accounting Entries.Entry Header.Entry Detail.Account Identifier.(Parent) Account Identifier Number,AccntgEntrs.EntryHedr.EntryDetl.AccntIdntfr.ParntAccntIdntfrNumbr,主勘定科目コード,"主勘定科目。仕訳が関連する会計バケットを特定するためのコード。例えば、現金を表す1000、販売費を表す567GAAZ、税を表すZ。
部門、支店、事業部、マネージャ、その他の識別子は、Subaccount領域に記述される。転記の必要がなければ、勘定科目は必要ではない。総勘定元帳に転記するにはほとんどの場合必要。",gl-cor:accountIdentifierParentAccountIdentifierNumber,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:accountIdentifier/gl-cor:accountIdentifierParentAccountIdentifierNumber
232,5,C,,Subaccount,,0..*,,Tuple to hold multiple accountSubIDs and Descriptions,gl-cor,0,Subaccount,CO07a,/CO16a/CO15a/CO14a/CO09a/CO07a,$.Accounting Entries.Entry Header.Entry Detail.Account Identifier.Subaccount,AccntgEntrs.EntryHedr.EntryDetl.AccntIdntfr.Subccnt,【サブ科目情報】,複数のaccountSubIDと説明文を含むタプル。,gl-cor:subaccount,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:accountIdentifier/gl-cor:subaccount
233,6,A,PK,Sub Class,xbrli:stringItemType,0..1,,"Where the primary account was placed in accountMainID, the code used for each profit center, division, business unit, fund, program, branch, project, class, sub-class or other modifier is placed here.",gl-cor,0,Subaccount,CO07a_01,/CO16a/CO15a/CO14a/CO09a/CO07a/CO07a_01,$.Accounting Entries.Entry Header.Entry Detail.Account Identifier.Subaccount.Sub Class,AccntgEntrs.EntryHedr.EntryDetl.AccntIdntfr.Subccnt.SubClass,サブ科目コード,主勘定科目をaccountMainIDに指定したときに、各プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子に使用されるコードはここに指定する。,gl-cor:subaccountSubClass,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:accountIdentifier/gl-cor:subaccount/gl-cor:subaccountSubClass
234,6,A,,Type,xbrli:tokenItemType,0..1,,"Type of sub-account - profit center, division, business unit, fund, program, branch, project, class, su-class or other modifier is placed here. For example:: Accountability center: Business unit: Class:Department: Project: Fund: Program:Job: Profit center: Branch: Setup class: Division: Unit",gl-cor,0,Subaccount,CO07a_02,/CO16a/CO15a/CO14a/CO09a/CO07a/CO07a_02,$.Accounting Entries.Entry Header.Entry Detail.Account Identifier.Subaccount.Type,AccntgEntrs.EntryHedr.EntryDetl.AccntIdntfr.Subccnt.Type,サブ科目種別,小勘定科目の種別。プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子がここに配置される。 例えば、責任単位、事業単位、クラス、部、プロジェクト、基金、プログラム、ジョブ、プロフィットセンター、支店、セットアップクラス、部門、ユニット,gl-cor:subaccountType,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:accountIdentifier/gl-cor:subaccount/gl-cor:subaccountType
235,6,A,,Description,xbrli:stringItemType,0..1,,The description that accompanies accountSubID belongs here.,gl-cor,0,Subaccount,CO07a_03,/CO16a/CO15a/CO14a/CO09a/CO07a/CO07a_03,$.Accounting Entries.Entry Header.Entry Detail.Account Identifier.Subaccount.Description,AccntgEntrs.EntryHedr.EntryDetl.AccntIdntfr.Subccnt.Descrptn,サブ科目説明,accountSubIDに関する説明。,gl-cor:subaccountDescription,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:accountIdentifier/gl-cor:subaccount/gl-cor:subaccountDescription
236,4,C,,Multicurrency Detail,,0..*,,Structure to provide additional information related to home currencies that differ from original currencies and related exchange rates - typically this will be used to record exchange rates and amounts in currencies and/or on dates other than those of the original transaction. This structure allows recording of exchange rates using a third currency as a triangulation currency. This is often EUR but is not restricted to being so. This structure may be repeated as many times as necessary to record amounts in foreign currencies on the same or different dates.,gl-muc,0,Multicurrency Detail,MC01a,/CO16a/CO15a/CO14a/MC01a,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Detail,AccntgEntrs.EntryHedr.EntryDetl.MultcrrncyDetl,【多通貨明細】,"原取引時の通貨と異なる、自国通貨と換算レートに関する追加情報のセクション。－現在および原取引時の、換算レートおよび金額の記録に使用される。
トライアンギュレーション通貨としての第三通貨の換算レートを記録できる。EURの場合が多いがそれに限らない。この構造は、同日または異なる日の外貨での金額を記録する必要がある限り、繰り返し指定可能。",gl-muc:multicurrencyDetail,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail
237,5,A,,Exchange Rate Date,xbrli:dateTimeItemType,0..1,,Date of exchange rate (other than original transaction date) on which amount is expressed as amountRestatedAmount or amountTriangulationAmount,gl-muc,0,Multicurrency Detail,MC01a_01,/CO16a/CO15a/CO14a/MC01a/MC01a_01,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Detail.Exchange Rate Date,AccntgEntrs.EntryHedr.EntryDetl.MultcrrncyDetl.ExchngRatDat,換算レート日付,（原取引の日付ではなく）、amountRestatedAmountまたはamountTriangulationAmountが示された換算レートの日付。,gl-muc:multicurrencyDetailExchangeRateDate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:multicurrencyDetailExchangeRateDate
238,5,A,,Foreign Currency Amount,xbrli:monetaryItemType,0..1,,The amount in the foreign currency identified by amountRestatedCurrency as of multicurrencyDetailExchangeRateDate.,gl-muc,0,Multicurrency Detail,MC01a_02,/CO16a/CO15a/CO14a/MC01a/MC01a_02,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Detail.Foreign Currency Amount,AccntgEntrs.EntryHedr.EntryDetl.MultcrrncyDetl.ForgnCurrncyAmnt,換算額,amountRestatedCurrencyで指定された外貨での、multicurrencyDetailExchangeRateDate時点の、換算額。,gl-muc:multicurrencyDetailForeignCurrencyAmount,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:multicurrencyDetailForeignCurrencyAmount
239,5,A,,Foreign Currency,xbrli:QNameItemType,0..1,,The currency in which amountRestatedAmount is expressed. Recommended ISO 4217 coding.,gl-muc,0,Multicurrency Detail,MC01a_03,/CO16a/CO15a/CO14a/MC01a/MC01a_03,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Detail.Foreign Currency,AccntgEntrs.EntryHedr.EntryDetl.MultcrrncyDetl.ForgnCurrncy,換算通貨,amountRestatedAmountで使用される通貨。ISO4217コードを推奨。,gl-muc:multicurrencyDetailForeignCurrency,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:multicurrencyDetailForeignCurrency
240,5,A,,Exchange Rate,xbrli:pureItemType,0..1,,Exchange rate used to convert amountRestatedAmount as of multicurrencyDetailExchangeRateDate (expressed as national currency divided by foreign currency),gl-muc,0,Multicurrency Detail,MC01a_04,/CO16a/CO15a/CO14a/MC01a/MC01a_04,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Detail.Exchange Rate,AccntgEntrs.EntryHedr.EntryDetl.MultcrrncyDetl.ExchngRat,換算レート,amountRestatedAmountの算出に用いられた、multicurrencyDetailExchangeRateDate時点の換算レート。（自国通貨を外貨通貨で割った値）,gl-muc:multicurrencyDetailExchangeRate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:multicurrencyDetailExchangeRate
241,5,A,,Exchange Rate Source,xbrli:stringItemType,0..1,,"Source of Exchange Rate for restated amount - for example, Reuters, Bloomberg",gl-muc,0,Multicurrency Detail,MC01a_05,/CO16a/CO15a/CO14a/MC01a/MC01a_05,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Detail.Exchange Rate Source,AccntgEntrs.EntryHedr.EntryDetl.MultcrrncyDetl.ExchngRatSorc,換算レート情報源,"外貨換算額の換算レートの情報源。たとえば、Reuters, Bloomberg。",gl-muc:multicurrencyDetailExchangeRateSource,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:multicurrencyDetailExchangeRateSource
242,5,A,,Exchange Rate Type,xbrli:stringItemType,0..1,,"Type of Exchange Rate for restated amount - for example, spot rate, forward contract etc.",gl-muc,0,Multicurrency Detail,MC01a_06,/CO16a/CO15a/CO14a/MC01a/MC01a_06,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Detail.Exchange Rate Type,AccntgEntrs.EntryHedr.EntryDetl.MultcrrncyDetl.ExchngRatType,換算レート種別,外貨換算額の換算レートの種別。たとえば、スポット・レート、先物など。,gl-muc:multicurrencyDetailExchangeRateType,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:multicurrencyDetailExchangeRateType
243,5,A,,Triangulation Currency Amount,xbrli:monetaryItemType,0..1,,The amount in the triangulation currency identified by amountTriangulationCurrency as of multicurrencyDetailExchangeRateDate.,gl-muc,0,Multicurrency Detail,MC01a_07,/CO16a/CO15a/CO14a/MC01a/MC01a_07,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Detail.Triangulation Currency Amount,AccntgEntrs.EntryHedr.EntryDetl.MultcrrncyDetl.TringltnCurrncyAmnt,トライアンギュレーション通貨換算額,amountTriangulationCurrencyで指定されたトライアンギュレーション通貨での、multicurrencyDetailExchangeRateDate時点の換算額。,gl-muc:multicurrencyDetailTriangulationCurrencyAmount,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:multicurrencyDetailTriangulationCurrencyAmount
244,5,A,,Triangulation Currency,xbrli:QNameItemType,0..1,,The currency used for tringulation between amountRestatedCurrency and the home currency. Recommended ISO 4217 coding.,gl-muc,0,Multicurrency Detail,MC01a_08,/CO16a/CO15a/CO14a/MC01a/MC01a_08,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Detail.Triangulation Currency,AccntgEntrs.EntryHedr.EntryDetl.MultcrrncyDetl.TringltnCurrncy,トライアンギュレーション通貨,amountRestatedCurrencyと自国通貨間のトライアンギュレーション取引で使用される通貨。ISO4217コードを推奨。,gl-muc:multicurrencyDetailTriangulationCurrency,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:multicurrencyDetailTriangulationCurrency
245,5,A,,Triangulation Exchange Rate,xbrli:pureItemType,0..1,,Exchange rate used to convert amountTriangulationAmount as of multicurrencyDetailExchangeRateDate (expressed as national currency divided by triangulation currency),gl-muc,0,Multicurrency Detail,MC01a_09,/CO16a/CO15a/CO14a/MC01a/MC01a_09,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Detail.Triangulation Exchange Rate,AccntgEntrs.EntryHedr.EntryDetl.MultcrrncyDetl.TringltnExchngRat,トライアンギュレーション通貨換算レート,amountTriangulationAmountの算出に用いられた、multicurrencyDetailExchangeRateDate時点の換算レート。（自国通貨をトライアンギュレーション通貨で割った値）,gl-muc:multicurrencyDetailTriangulationExchangeRate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:multicurrencyDetailTriangulationExchangeRate
246,5,A,,Triangulation Exchange Rate Source,xbrli:stringItemType,0..1,,"Source of Exchange Rate for triangulation amount - for example, Reuters, Bloomberg",gl-muc,0,Multicurrency Detail,MC01a_10,/CO16a/CO15a/CO14a/MC01a/MC01a_10,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Detail.Triangulation Exchange Rate Source,AccntgEntrs.EntryHedr.EntryDetl.MultcrrncyDetl.TringltnExchngRatSorc,トライアンギュレーション通貨換算レート情報源,"トライアンギュレーション通貨換算額の換算レートの情報源。たとえば、Reuters, Bloomberg。",gl-muc:multicurrencyDetailTriangulationExchangeRateSource,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:multicurrencyDetailTriangulationExchangeRateSource
247,5,A,,Triangulation Exchange Rate Type,xbrli:stringItemType,0..1,,"Type of Exchange Rate for triangulation amount - for example, spot rate, forward contract etc.",gl-muc,0,Multicurrency Detail,MC01a_11,/CO16a/CO15a/CO14a/MC01a/MC01a_11,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Detail.Triangulation Exchange Rate Type,AccntgEntrs.EntryHedr.EntryDetl.MultcrrncyDetl.TringltnExchngRatType,トライアンギュレーション通貨換算レート種別,トライアンギュレーション通貨換算額の換算レートの種別。たとえば、スポット・レート、先物など。,gl-muc:multicurrencyDetailTriangulationExchangeRateType,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:multicurrencyDetailTriangulationExchangeRateType
248,5,A,,Cross Triangulation Exchange Rate,xbrli:pureItemType,0..1,,Exchange rate used to convert from amountRestatedAmount to amountTriangulationAmount as of multicurrencyDetailExchangeRateDate (expressed as foreign currency divided by triangulation currency),gl-muc,0,Multicurrency Detail,MC01a_12,/CO16a/CO15a/CO14a/MC01a/MC01a_12,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Detail.Cross Triangulation Exchange Rate,AccntgEntrs.EntryHedr.EntryDetl.MultcrrncyDetl.CrossTringltnExchngRat,換算通貨トライアンギュレーション通貨換算レート,amountRestatedAmountからamountTriangulationAmountへの、multicurrencyDetailExchangeRateDate時点の換算レート。（外貨通貨をトライアンギュレーション通貨で割った値）,gl-muc:multicurrencyDetailCrossTriangulationExchangeRate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:multicurrencyDetailCrossTriangulationExchangeRate
249,5,A,,Cross Triangulation Exchange Rate Source,xbrli:stringItemType,0..1,,"Source of Exchange Rate for converting between foreign currency and triangulation currency - for example, Reuters, Bloomberg",gl-muc,0,Multicurrency Detail,MC01a_13,/CO16a/CO15a/CO14a/MC01a/MC01a_13,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Detail.Cross Triangulation Exchange Rate Source,AccntgEntrs.EntryHedr.EntryDetl.MultcrrncyDetl.CrossTringltnExchngRatSorc,換算通貨トライアンギュレーション通貨換算レート情報源,"外貨通貨とトライアンギュレーション通貨の間の換算レートの情報源。たとえば、Reuters, Bloomberg。",gl-muc:multicurrencyDetailCrossTriangulationExchangeRateSource,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:multicurrencyDetailCrossTriangulationExchangeRateSource
250,5,A,,Cross Triangulation Exchange Rate Type,xbrli:stringItemType,0..1,,"Type of Exchange Rate for converting between foreign currency and triangulation currency - for example, spot rate, forward contract etc.",gl-muc,0,Multicurrency Detail,MC01a_14,/CO16a/CO15a/CO14a/MC01a/MC01a_14,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Detail.Cross Triangulation Exchange Rate Type,AccntgEntrs.EntryHedr.EntryDetl.MultcrrncyDetl.CrossTringltnExchngRatType,換算通貨トライアンギュレーション通貨換算レート種別,外貨通貨とトライアンギュレーション通貨の間の換算レートの種別。たとえば、スポット・レート、先物など。,gl-muc:multicurrencyDetailCrossTriangulationExchangeRateType,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:multicurrencyDetailCrossTriangulationExchangeRateType
251,5,A,,Comment,xbrli:stringItemType,0..1,,Comment describing the enclosing multicurrencyDetail tuple's contents. May include reason for recording additional exchange rates other than that used at the time of the original transaction.,gl-muc,0,Multicurrency Detail,MC01a_15,/CO16a/CO15a/CO14a/MC01a/MC01a_15,$.Accounting Entries.Entry Header.Entry Detail.Multicurrency Detail.Comment,AccntgEntrs.EntryHedr.EntryDetl.MultcrrncyDetl.Commnt,多通貨明細コメント,multicurrencyDetailの内容のコメント。原取引時以外の、追加の換算レートを記録する理由などを記述。,gl-muc:multicurrencyDetailComment,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:multicurrencyDetailComment
252,4,C,,Identifier Reference,,0..*,,"Identification for customer, vendor, or employee.",gl-cor,0,Identifier Reference,CO11a,/CO16a/CO15a/CO14a/CO11a,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc,【CVE情報】,顧客、仕入先、従業員のための識別子。,gl-cor:identifierReference,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference
253,5,A,PK,ID Number,xbrli:stringItemType,0..1,,Internal ID Number associated with identifierReference,gl-cor,0,Identifier Reference,CO11a_01,/CO16a/CO15a/CO14a/CO11a/CO11a_01,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.ID Number,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.IdNumbr,CVE識別番号（内部）,identifierReferenceに関係付けられた、内部ID番号。,gl-cor:identifierReferenceIdNumber,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierReferenceIdNumber
254,5,A,,Purpose,xbrli:stringItemType,0..1,,"Freeform for codes like purchasing, billing, manufacturing at identifier level.",gl-cor,0,Identifier Reference,CO11a_BU11_02,/CO16a/CO15a/CO14a/CO11a/CO11a_BU11_02,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Purpose,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Purps,CVE目的,購買、請求、製造などの、CVE識別子のレベルのコードの自由記述。,gl-cor:identifierReferencePurpose,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierReferencePurpose
255,5,A,,Organization Type,xbrli:tokenItemType,0..1,,"Identifier Organization Type. Enumerated as: individual, organization, other.",gl-cor,0,Identifier Reference,CO11a_04,/CO16a/CO15a/CO14a/CO11a/CO11a_04,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Organization Type,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.OrgnznType,CVE組織種別,"CVE識別子の組織種別。
[設定値のリスト]
(individual：個人)、(organization：組織)、(other：その他)",gl-cor:identifierReferenceOrganizationType,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierReferenceOrganizationType
256,5,A,,Organization Type Description,xbrli:stringItemType,0..1,,Free format description of the identifier organization type,gl-cor,0,Identifier Reference,CO11a_05,/CO16a/CO15a/CO14a/CO11a/CO11a_05,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Organization Type Description,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.OrgnznTypeDescrptn,CVE組織種別説明,CVE識別子の組織種別の説明。,gl-cor:identifierReferenceOrganizationTypeDescription,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierReferenceOrganizationTypeDescription
257,5,A,,Description,xbrli:stringItemType,0..1,,Textual description of identifierReference.,gl-cor,0,Identifier Reference,CO11a_06,/CO16a/CO15a/CO14a/CO11a/CO11a_06,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Description,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Descrptn,CVE説明,identifierReferenceの説明。,gl-cor:identifierReferenceDescription,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierReferenceDescription
258,5,A,,Type,xbrli:tokenItemType,0..1,,"Entity type (enumerated): C, customer, E, employee, V, vendor, O, other, I, salesperson-internal, X, salesperson-external, N, contractor.",gl-cor,0,Identifier Reference,CO11a_07,/CO16a/CO15a/CO14a/CO11a/CO11a_07,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Type,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Type,CVE種別,"実体の種別。 [設定値のリスト] (C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者)",gl-cor:identifierReferenceType,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierReferenceType
259,5,A,,Category,xbrli:stringItemType,0..1,,"For use as Customer, Vendor or Employee Class (such as Residential/Commercial/Institutional/Government or Retail/Wholesale or other classifications used by business).",gl-cor,0,Identifier Reference,CO11a_08,/CO16a/CO15a/CO14a/CO11a/CO11a_08,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.Category,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.Catgry,CVEカテゴリ,顧客、仕入先、従業員の分類に使用する。　（住居/商業/機関/政府や、小売/卸や、ビジネスで使用されるその他の分類）。,gl-cor:identifierReferenceCategory,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierReferenceCategory
260,5,C,,External Authority,,0..*,,Structure containing references to an external authority associated with identifier,gl-cor,0,External Authority,CO10a,/CO16a/CO15a/CO14a/CO11a/CO10a,$.Accounting Entries.Entry Header.Entry Detail.Identifier Reference.External Authority,AccntgEntrs.EntryHedr.EntryDetl.IdntfrRefrnc.ExtrnlAthrty,【外部機関】,識別子と関係付けられる外部機関への参照情報を含む構造体。,gl-cor:externalAuthority,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:externalAuthority
